0,,"内容は廃墟などに棲みついた魔物退治が
一般的だが――","The requests usually involve exterminating monsters
that have taken up residence in ruins.",ui\00_message\quest\q20000004.gmd,\quest\q20000004.arc,q20000004.arc,2,Joseph
0,,"覚者さんなら、きっと簡単だと思うな
ううん、ちょっと大変かも
どうかな――すっごく大変だったらごめんさない
でも、お願い！","I think it'd be easy for you, Arisen.
Well... maybe a little hard.
If it's really hard, I'm sorry—
but please!",ui\00_message\quest\q20000013.gmd,\quest\q20000013.arc,q20000013.arc,5,Mayleaf
0,,"退治してくれたの！？
ありがとう！
お願いをきいてくれて、とってもうれしいよ","You defeated them!?
Thank you!
I'm so happy you listened to my request.",ui\00_message\quest\q20000013.gmd,\quest\q20000013.arc,q20000013.arc,6,Mayleaf
0,,"退治してくれたの！？
ありがとう！
お願いをきいてくれて、とってもうれしいよ","You defeated them!?
Thank you!
I'm so happy you listened to my request.",ui\00_message\quest\q20000013.gmd,\quest\q20000013.arc,q20000013.arc,7,Mayleaf
0,,きっと森も喜んでいると思うな,I'm sure the forest is happy too.,ui\00_message\quest\q20000013.gmd,\quest\q20000013.arc,q20000013.arc,8,Mayleaf
0,,"退治してくれたの！？
ありがとう！
お願いをきいてくれて、とってもうれしいよ","You defeated them!?
Thank you!
I'm so happy you listened to my request.",ui\00_message\quest\q20000013.gmd,\quest\q20000013.arc,q20000013.arc,9,Mayleaf
0,,きっと森も喜んでいると思うな,I'm sure the forest is happy too.,ui\00_message\quest\q20000013.gmd,\quest\q20000013.arc,q20000013.arc,10,Mayleaf
0,,"ううん、森だけじゃなくて――
森の動物たちもねっ！","No, not just the forest—
the animals too!",ui\00_message\quest\q20000013.gmd,\quest\q20000013.arc,q20000013.arc,11,Mayleaf
0,,"覚者さん、お願い――
森を助けてね","Arisen, please—
protect the forest.",ui\00_message\quest\q20000013.gmd,\quest\q20000013.arc,q20000013.arc,12,Mayleaf
0,,"あのね――前にわたしのために指輪を
作ってくれたの、覚えてる？","Um... do you remember
when you made a ring for me before?",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,0,Mayleaf
0,,"またね、欲しいなぁ――と思うのがあるんだけど
欲張っちゃダメかな？
でも、欲しいんだもの――仕方がないよね？","There's something else I want again…
Is it wrong to being greedy?
But I want it—so it can't be helped, right?",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,1,Mayleaf
0,,"あのね――前にわたしのために指輪を
作ってくれたの、覚えてる？","Um... do you remember
when you made a ring for me before?",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,2,Mayleaf
0,,"またね、欲しいなぁ――と思うのがあるんだけど
欲張っちゃダメかな？
みんなのとは違う、珍しいのがいいなって
思っているんだけど","There's something else I want again…
Is it wrong to being greedy?
I want something rare—different from everyone else's.",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,3,Mayleaf
0,,"あのね――前にわたしのために指輪を
作ってくれたの、覚えてる？","Um... do you remember
when you made a ring for me before?",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,4,Mayleaf
0,,"またね、欲しいなぁ――と思うのがあるんだけど
欲張っちゃダメかな？","There's something else I want again…
Is it wrong to being greedy?",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,5,Mayleaf
0,,"ほとんど誰も見たことがなくて
お店にもないような、綺麗で珍しいのが
欲しいなあって思っちゃったの","Something beautiful and rare, 
that hardly anyone's ever seen, 
something you can't find in shops...
That's what I find myself wanting.",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,6,Mayleaf
0,,"メイリーフが何かわがままを言ったみたいですね
あなたに装飾品をもらったのが
とってもうれしかったみたい","It seems Mayleaf made a rather selfish request.
She was extremely happy
to receive jewelry from you.",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,7,Pamela
0,,"わあ！　これ――
本当にもらっていいの？
うれしいなあ","Wow! This—
are you sure I can really have it?
I'm so happy.",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,8,Mayleaf
0,,"これ、すごい！　すっごくきれい！
え！？　わたしがもらっていいの？
お願いを聞いてくれたの？","This is amazing! It's so beautiful!
Huh!? I can really have it?
You granted my wish?",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,9,Mayleaf
0,,"うわ――うれしいよぉ
すっごくうれしいよ――ありがとう","Wow—I'm so happy.
I'm really happy—thank you.",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,10,Mayleaf
0,,"うわ――きれい――あ、かわいい――
ううん、光にかざすと、ほら、虹色！
え？　これをわたしにくれるの？
お願いをきいてくれたの！？","Wow—beautiful—oh, it's cute—
wait, hold it to the light, see? It's rainbow-colored!
Huh? You're giving this to me?
You really listened to my request!?",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,11,Mayleaf
0,,"うわ――うれしいよぉ
すっごくうれしいよ――ありがとう
あなたのこと、だーいすき！","Wow—I'm so happy.
I'm really happy—thank you.
I looove you!",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,12,Mayleaf
0,,"わたしね、装飾品が大好きなの
綺麗な細工、見てるだけでたのしくて――","You know, I love jewelry.
Just looking at beautiful craftsmanship makes me happy—",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,13,Mayleaf
0,,"申し訳ありません
ご無理のない範囲でお願いできれば――","I'm sorry.
If I could ask within reasonable limits—",ui\00_message\quest\q20000014.gmd,\quest\q20000014.arc,q20000014.arc,14,Pamela
0,,"こう言っては悪いが――ひまそうだな
もし時間があるなら、魔物討伐に行ってこないか？
覚者ならこんな依頼は日常茶飯事――だろう？","I hate to say it, but—you look idle.
If you have time, how about going on a monster hunt?
For an Arisen, this sort of request is routine—right?",ui\00_message\quest\q20000015.gmd,\quest\q20000015.arc,q20000015.arc,0,Heinz
0,,"こう言っては悪いが――ひまそうだな
もし時間があるなら、魔物討伐に行ってこないか？
覚者ならこんな依頼は日常茶飯事――だろう？","I hate to say it, but—you look idle.
If you have time, how about going on a monster hunt?
For an Arisen, this sort of request is routine—right?",ui\00_message\quest\q20000015.gmd,\quest\q20000015.arc,q20000015.arc,1,Heinz
0,,"まあ、魔物はそこそこ強いらしいから
準備はきちんとしておけよ
舐めてかかると酷い目にあうぞ","Well, the monster is said to be fairly strong,
so make sure you prepare properly.
If you underestimate it, you'll regret it.",ui\00_message\quest\q20000015.gmd,\quest\q20000015.arc,q20000015.arc,2,Heinz
0,,"こう言っては悪いが――ひまそうだな
もし時間があるなら、魔物討伐に行ってこないか？
覚者ならこんな依頼は日常茶飯事――だろう？","I hate to say it, but—you look idle.
If you have time, how about going on a monster hunt?
For an Arisen, this sort of request is routine—right?",ui\00_message\quest\q20000015.gmd,\quest\q20000015.arc,q20000015.arc,3,Heinz
0,,"まあ、魔物はかなり凶暴かつ強力らしい
準備はきちんとしておけよ
慎重にいかないとここへは帰って来られないぞ","The monster is said to be extremely vicious and powerful.
Make sure you prepare properly.
If you're not careful, you won't be coming back here.",ui\00_message\quest\q20000015.gmd,\quest\q20000015.arc,q20000015.arc,4,Heinz
0,,"ほう、腕は確かなようだな
では、これからもよろしく頼む
レスタニアの平和を守ることは
騎士と覚者が分かち合った義務だ","Oh, it seems your skills are the real deal.
Then I look forward to working with you from here on.
Protecting the peace of Lestania
is a duty shared by knights and Arisen.",ui\00_message\quest\q20000015.gmd,\quest\q20000015.arc,q20000015.arc,5,Heinz
0,,"ほう、腕は確かなようだな
では、これからもよろしく頼む
レスタニアの平和を守ることは
騎士と覚者が分かち合った義務だ","Oh, it seems your skills are the real deal.
Then I look forward to working with you from here on.
Protecting the peace of Lestania
is a duty shared by knights and Arisen.",ui\00_message\quest\q20000015.gmd,\quest\q20000015.arc,q20000015.arc,6,Heinz
0,,"――とは言うものの、やはり覚者の方が強い
今回ほどの魔物だと、覚者に頼らねば
――騎士団では犠牲者が出てしまう","—That said, Arisen are still stronger.
Against monsters like this, we must rely on Arisen.
—The Knight Order would suffer casualties.",ui\00_message\quest\q20000015.gmd,\quest\q20000015.arc,q20000015.arc,7,Heinz
0,,"悔しいが、それが現実だ
甘んじて受け入れるよ","It's frustrating, but that's reality.
I accept it for what it is.",ui\00_message\quest\q20000015.gmd,\quest\q20000015.arc,q20000015.arc,8,Heinz
0,,"ほう、腕は確かなようだな
では、これからもよろしく頼む
レスタニアの平和を守ることは
騎士と覚者が分かち合った義務だ","Oh, it seems your skills are the real deal.
Then I look forward to working with you from here on.
Protecting the peace of Lestania
is a duty shared by knights and Arisen.",ui\00_message\quest\q20000015.gmd,\quest\q20000015.arc,q20000015.arc,9,Heinz
0,,"――とは言うものの、やはり覚者の方が強い
いや、おまえが強いというべきか
勇猛な戦いぶりが伝わってきたぞ？","—That said, Arisen truly are stronger.
No—perhaps I should say you are strong.
Word of your valiant fighting has reached us.",ui\00_message\quest\q20000015.gmd,\quest\q20000015.arc,q20000015.arc,10,Heinz
0,,"騎士団ではとうてい敵わない相手の時は
また、力を貸してくれ","When facing foes the Knight Order cannot hope to defeat,
lend us your strength again.",ui\00_message\quest\q20000015.gmd,\quest\q20000015.arc,q20000015.arc,11,Heinz
0,,"怖じ気づいたのか？
無理に引き受けることなどないんだぞ？","Did you lose your nerve?
There's no need to force yourself to accept.",ui\00_message\quest\q20000015.gmd,\quest\q20000015.arc,q20000015.arc,12,Heinz
0,,"あんたに騎士団として正式に頼みたいことがある
魔物討伐に派遣した騎士の部隊が戻らない
新たな部隊を派遣する余裕がなくてな――","I have an official request for you on behalf of the Knight Order.
A knight unit sent to exterminate monsters has not returned,
and we lack the resources to dispatch another unit.",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,0,Heinz
0,,"現地に行って状況を確認してほしい
もちろん、騎士団から謝礼が出るはずだ","I want you to go to the site and assess the situation.
Of course, the Knight Order will provide a reward.",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,1,Heinz
0,,"あんたに騎士団として正式に頼みたいことがある
魔物討伐に派遣した騎士の部隊が戻らない
新たな部隊を派遣する余裕がなくてな――","I have an official request for you on behalf of the Knight Order.
A knight unit sent to exterminate monsters has not returned,
and we lack the resources to dispatch another unit.",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,2,Heinz
0,,"現地に行って状況を確認してほしい
魔物は相当手強いらしいから気をつけてくれ
もちろん、騎士団から相応の謝礼が出るはずだ","I want you to go to the site and assess the situation.
The monster is said to be extremely formidable, so be careful.
Of course, the Knight Order will provide appropriate compensation.",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,3,Heinz
0,,"あんたに騎士団として正式に頼みたいことがある
魔物討伐に派遣した騎士の部隊が戻らない
新たな部隊を派遣する余裕がなくてな――","I have an official request for you on behalf of the Knight Order.
A knight unit sent to exterminate monsters has not returned,
and we lack the resources to dispatch another unit.",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,4,Heinz
0,,"現地に行って状況を確認してほしい
もし最悪の事態に陥っているとすれば
とてつもなく強大な魔物がいるということだ
注意して事にあたってくれ","I want you to go to the site and assess the situation.
If the worst has come to pass,
it would mean an unimaginably powerful monster is present.
Proceed with extreme caution.",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,5,Heinz
0,,"もちろん、騎士団から働きに応じた
謝礼が出るはずだ","Of course, the Knight Order will reward you
according to your service.",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,6,Heinz
0,,そうか――やはり全滅か――,I see… So they were wiped out after all…,ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,7,Heinz
0,,"しかし、命令に殉じたのであれば
それは彼らの本懐――くっ――くそっ！
おれが行っていればこんなことには――","But if they died in service to their orders,
then it was their chosen fate—damn it!
If only I had gone myself...!",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,8,Heinz
0,,そうか――やはり全滅か――,I see… So they were wiped out after all…,ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,9,Heinz
0,,"しかし、命令に殉じたのであれば
それは彼らの本懐――くっ――くそっ！
おれが行っていればこんなことには――","But if they died in service to their orders,
then it was their chosen fate—damn it!
If only I had gone myself...!",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,10,Heinz
0,,"いや――おれが行っても同じ事か――
おまえだからこそ倒せたのだろうな――
我が身の無力が恨めしいぞ","No... Even if I had gone, the result would've been the same.
Only you could have defeated it.
I curse my own helplessness.",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,11,Heinz
0,,そうか――やはり全滅か――,I see… So they were wiped out after all…,ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,12,Heinz
0,,"しかし、命令に殉じたのであれば
それは彼らの本懐――くっ――くそっ！
おれが行っていればこんなことには――","But if they died in service to their orders,
then it was their chosen fate—damn it!
If only I had gone myself...!",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,13,Heinz
0,,"いや――おれが行っても同じ事か――
おまえも苦労して倒したのだろう？","No... Even if I had gone, the result would've been the same.
You struggled to defeat it too, didn't you?",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,14,Heinz
0,,"なあ、いったいどうして魔物はこんなに
力をつけているんだ？
まどろんでいる白竜が恨めしいぞ","Why are monsters growing so powerful, anyway?
I resent the slumbering White Dragon.",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,15,Heinz
0,,相応の手練れを送り込んだのだが――,"We sent in capable veterans, and still—",ui\00_message\quest\q20000016.gmd,\quest\q20000016.arc,q20000016.arc,16,Heinz
0,,"おっと――いいところで会った
あんたは結構あちこちへ行くだろう？
その時に、ちょっと気にしてほしいものがあるんだ","Oh—perfect timing.
You travel around quite a bit, don't you?
There's something I'd like you to keep an eye out for.",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,0,Fabio
0,,"俺が今集めているもの――
それをだな、手に入れてほしいわけ
頼んだよ","There's something I'm collecting right now,
and I want you to get it for me.
I'm counting on you.",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,1,Fabio
0,,"おっと――いいところで会った
あんたは結構あちこちへ行くだろう？
その時に、ちょっと気にしてほしいものがあるんだ","Oh—perfect timing.
You travel around quite a bit, don't you?
There's something I'd like you to keep an eye out for.",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,2,Fabio
0,,"俺が今集めているもの――
それをだな、手に入れてほしいわけ
ちょっと面倒だけどお礼はするよ
頼んだよ","There's something I'm collecting right now,
and I want you to get it for me.
It's a bit of a hassle, but I'll reward you.
I'm counting on you.",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,3,Fabio
0,,"おっと――いいところで会った
あんたは結構あちこちへ行くだろう？
その時に、ちょっと気にしてほしいものがあるんだ","Oh—perfect timing.
You travel around quite a bit, don't you?
There's something I'd like you to keep an eye out for.",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,4,Fabio
0,,"俺が今集めているもの――
それをだな、手に入れてほしいわけ","There's something I'm collecting right now,
and I want you to get it for me.",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,5,Fabio
0,,"なかなか難しいと思うけど
俺としては絶対にそれがほしいんだ
心の底からほしくてさ――だから、頼んだ！","I know it won't be easy,
but I absolutely want it.
I want it from the bottom of my heart—that's why I'm asking!",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,6,Fabio
0,,"そうだよ、これこれ！
じゃあ、ついでに、これも頼むよ","That's it—that's the one!
While you're at it, could you handle this too?",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,7,Fabio
0,,"おっと、意外と早かったな
じゃあ、次はこれも頼むよ！","Oh, that was quicker than expected.
Then I'll ask you to get this next!",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,8,Fabio
0,,"おお、さすが！　これだよこれ！
ということは、これも簡単だよな？","Oh, impressive! This is it, exactly!
Which means this one should be easy too, right?",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,9,Fabio
0,,"お疲れさま
これでだいたい集まったから
あとは自分でなんとかするよ","Good work.
That's most of what I needed,
so I'll take it from here.",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,10,Fabio
0,,"ありがとうな
謝礼は期待しないで待ってくれ","Thanks.
Just don't expect a reward yet.",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,11,Fabio
0,,"お疲れさま
おかげで結構集まった","Good work.
Thanks to you, I gathered quite a bit.",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,12,Fabio
0,,"こき使って悪かったな
謝礼はちょっと期待して待ってくれ","Sorry for working you so hard.
Look forward to the reward.",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,13,Fabio
0,,"お疲れさま
あんた凄いよ！　あんたに頼んで良かった！
完全なる収集ってやつだな","Good work.
You're amazing—I'm glad I asked you!
This is a complete collection.",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,14,Fabio
0,,"いやー、感謝するよ
謝礼は期待して待ってくれ","Man, I really appreciate it.
Look forward to the reward.",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,15,Fabio
0,,"なかなか手に入らない？
そう、だから収集は燃えるんだよな","Hard to come by?
Exactly—that's what makes collecting exciting.",ui\00_message\quest\q20000017.gmd,\quest\q20000017.arc,q20000017.arc,16,Fabio
0,,"なんという幸運だろうね
こんなに困っている時にあんたに会えるなんて！","What incredible luck,
to run into you at a time like this!",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,0,Fabio
0,,"今、倒した魔物の数を仲間と競ってるんだ
でも、俺、負けそうでな
というわけで、力を貸してほしい","I'm competing with my friend
over how many monsters we've defeated.
But I'm about to lose,
so I'd like you to lend me a hand.",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,1,Fabio
0,,"このあたりの敵はたいしたことないから
ガンガンぶっ倒してくれ
じゃあ、あとで","The enemies around here aren't much,
so wipe them out fast.
See you later.",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,2,Fabio
0,,"なんという幸運だろうね
こんなに困っている時にあんたに会えるなんて！","What incredible luck,
to run into you at a time like this!",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,3,Fabio
0,,"今、倒した魔物の数を仲間と競ってるんだ
でも、俺、負けそうでな
というわけで、力を貸してほしい","I'm competing with my friend
over how many monsters we've defeated.
But I'm about to lose,
so I'd like you to lend me a hand.",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,4,Fabio
0,,"敵は別に弱くも少なくもないけど
あんたならきっとやれる！
じゃあ、あとで","The enemies aren't especially weak or few,
but you can definitely handle it!
See you later.",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,5,Fabio
0,,"なんという幸運だろうね
こんなに困っている時にあんたに会えるなんて！","What incredible luck,
to run into you at a time like this!",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,6,Fabio
0,,"今、倒した魔物の数を仲間と競ってるんだ
でも、俺、負けそうでな
というわけで、力を貸してほしい","I'm competing with my friend
over how many monsters we've defeated.
But I'm about to lose,
so I'd like you to lend me a hand.",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,7,Fabio
0,,"魔物はおそろしく強いし数も多い
でも、あんたならきっとやれる！
根拠はないが、そんな気がする
じゃあ、あとで","The monsters are terrifyingly strong and numerous.
But I know you can do it!
I have no proof—just a feeling.
See you later.",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,8,Fabio
0,,"よお！　頑張ってくれたみたいだな
でも、なかなか魔物は減らないな
え？　競争相手の仲間？
そりゃあ、あんた――あんただよ","Hey! Looks like you really put in the work.
Still, the monsters just keep coming.
Huh? The friend I was competing against?
Well, it's you— of course.",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,9,Fabio
0,,"こんな感じで、魔物退治ができたら
楽しいと思ってな
まあ、今回は俺の勝ちってことで！","I thought it'd be fun
to hunt monsters like this.
Well, let's say this round's my win!",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,10,Fabio
0,,じゃあ、またな,See you later.,ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,11,Fabio
0,,"よお！　頑張ってくれたみたいだな
でも、なかなか魔物は減らないな
え？　競争相手の仲間？
そりゃあ、あんた――あんただよ","Hey! Looks like you really put in the work.
Still, the monsters just don't seem to be thinning out.
Huh? The friend I was competing against?
Well, it's you— of course.",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,12,Fabio
0,,"こんな感じで、魔物退治ができたら
楽しいと思ってよ
というか、ずいぶん頑張って倒したみたいだな
よし、じゃあ、今回は引き分けにしよう","I thought hunting monsters like this would be fun.
That said, you really went all out taking them down.
All right—let's call this one a draw.",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,13,Fabio
0,,じゃあ、またな,See you around.,ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,14,Fabio
0,,"よお！　頑張ってくれたみたいだな
でも、なかなか魔物は減らないな
え？　競争相手の仲間？
そりゃあ、あんた――あんただよ","Hey! Looks like you really put in the work.
Still, the monsters just keep coming.
Huh? The friend I was competing against?
Well, it's you— of course.",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,15,Fabio
0,,"こんな感じで、魔物退治ができたら
楽しいと思ってよ
というか、あんた強いのとばかり戦ってたな
よし、じゃあ、今回はあんたの勝ちだ！","I thought hunting monsters like this would be fun.
And you were taking on only the strong ones, too.
All right—this round's your win!",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,16,Fabio
0,,じゃあ、またな,See you around.,ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,17,Fabio
0,,"あら？　ずいぶん手こずっているみたいだな
調子でも悪いのか？","Oh? You look like you're having a rough time.
Feeling off or something?",ui\00_message\quest\q20000018.gmd,\quest\q20000018.arc,q20000018.arc,18,Fabio
0,,"ああ、 ちょうど良いところに
キミ、言わずとも判るよ―――覚者だろう
お願いがあるんだ","Ah, perfect timing.
I can tell without asking—you're an Arisen.
I have a favor to ask.",ui\00_message\quest\q20005012.gmd,\quest\q20005012.arc,q20005012.arc,0,Ludovika
0,,"私、見ちゃったんだ
《平原の廃墟地下室》にオーク達が隠れているのを！
ね、これって覚者としては放っておけないよね","I saw it myself—
orcs hiding in the Plains Ruins Basement!
You can't just ignore that as an Arisen, right?",ui\00_message\quest\q20005012.gmd,\quest\q20005012.arc,q20005012.arc,1,Ludovika
0,,"そういうわけで、討伐してきて欲しいんだ
やってくれるね？
皆のためになる事なんだから―――","So I want you to go exterminate them.
You'll do it, right?
It's for everyone's sake—",ui\00_message\quest\q20005012.gmd,\quest\q20005012.arc,q20005012.arc,2,Ludovika
0,,"へぇ、本当にやっつけたんだ？
これで安心して仕事ができるよ、ありがとう
あ――私はいわゆるトレジャーハンターなんだ","Oh? You really took them out?
Now I can work without worry—thank you.
Ah—I'm what you'd call a treasure hunter.",ui\00_message\quest\q20005012.gmd,\quest\q20005012.arc,q20005012.arc,3,Ludovika
0,,"騙してごめんよ
でも皆のためになる事だろう？
旅で見つけたお宝あげるから許してよ――","Sorry for deceiving you.
But it was for everyone's benefit, right?
I'll give you some treasure I found on my travels—so forgive me.",ui\00_message\quest\q20005012.gmd,\quest\q20005012.arc,q20005012.arc,4,Ludovika
0,,"キミが来るまで、ここで思案してたのさ――
高所は、頭が冴えて考え事にぴったりだからね
私はまだここで待ってるから、よろしく頼んだよ","I was thinking things over here until you arrived—
high places are perfect for clearing your head.
I'll be waiting here a bit longer, so I'm counting on you.",ui\00_message\quest\q20005012.gmd,\quest\q20005012.arc,q20005012.arc,5,Ludovika
0,,"ああ、 ちょうど良いところに
キミ、言わずとも判るよ―――覚者だろう
お願いがあるんだ","Ah, perfect timing.
I can tell without asking—you're an Arisen.
I have a favor to ask.",ui\00_message\quest\q20005012.gmd,\quest\q20005012.arc,q20005012.arc,6,Ludovika
0,,"私、見ちゃったんだ
《テルの枯れ井戸》にオーク達が隠れているのを！
ね、これって覚者としては放っておけないよね","I saw it myself—
orcs hiding in Tel's Withered Well!
You can't just ignore that as an Arisen, right?",ui\00_message\quest\q20005012.gmd,\quest\q20005012.arc,q20005012.arc,7,Ludovika
0,,"そういうわけで、討伐してきて欲しいんだ
やってくれるね？
皆のためになる事なんだから―――","So I want you to go exterminate them.
You'll do it, right?
It's for everyone's sake—",ui\00_message\quest\q20005012.gmd,\quest\q20005012.arc,q20005012.arc,8,Ludovika
0,,"ねぇねぇ――知ってる？
""怪盗団""が現れたんだって！
あたしたちの間じゃ、その噂でもちきりなの","Hey, hey—did you hear?
They say a phantom thief group has appeared!
That rumor's all anyone's talking about lately.",ui\00_message\quest\q20005013.gmd,\quest\q20005013.arc,q20005013.arc,0,Marisa
0,,"実はね、あたし――怪盗に会った事あるんだ
それどころか、助けてもらったの
気が付いたら、このカードを握っていた――
よく覚えてないけど、きっとそれが証拠よね？","Actually, I've met a phantom thief before—
more than that, they saved me.
When I came to, I was holding this card—
I don't remember much, but that must be proof, right?",ui\00_message\quest\q20005013.gmd,\quest\q20005013.arc,q20005013.arc,1,Marisa
0,,"なに、これが欲しいって――
ちょっと、本気で言ってるの？
――そうね、じゃああたしのお願い聞いてくれたら
考えてあげてもいいわよ","What, you want this?
Are you serious right now?
…All right—if you do me a favor,
I'll think about it.",ui\00_message\quest\q20005013.gmd,\quest\q20005013.arc,q20005013.arc,2,Marisa
0,,"彼氏と度胸試しに《血すすぎ河原》へ行く予定なの
だけど、万一何かあると嫌だから――
あなた腕が立ちそうだし、掃除してきてほしいの
魔物一匹残らずよ！　よろしくね","I'm going to the Blood-soaked Riverband with my boyfriend
to test my courage, but just in case something happens...
You look capable so I want you to clear out
the monsters— all of them! I'm counting on you.",ui\00_message\quest\q20005013.gmd,\quest\q20005013.arc,q20005013.arc,3,Marisa
0,,"そんなもの欲しそうな目で見られたって
このカードはあげないわよ――タダでは、ね","Even if you look at it like you really want it,
I'm not giving you this card—for free, that is.",ui\00_message\quest\q20005013.gmd,\quest\q20005013.arc,q20005013.arc,4,Marisa
0,,"さぁ、さっさと《血すすぎ河原》へ行って
あたしと彼のために、危険な魔物を
掃除してきてちょうだいな","Now hurry on over to the Blood-soaked Riverbank
and clear out those dangerous monsters
for me and my boyfriend.",ui\00_message\quest\q20005013.gmd,\quest\q20005013.arc,q20005013.arc,5,Marisa
0,,"やだ――本当に行ってきたの？
しかも、ちゃんと魔物も片づけてきてくれたんだ――
諦めると思ったのに、結構根性あるのね","No way... you really went there?
And you actually cleared out the monsters too.
I thought you'd give up, but you've got guts.",ui\00_message\quest\q20005013.gmd,\quest\q20005013.arc,q20005013.arc,6,Marisa
0,,"ホント――あなたの事、見直しちゃった
ねぇ――こんなカードより
もっとイイものあげよっか――？","Honestly, I see you in a new light now.
Hey, how about I give you something better
than a card like this?",ui\00_message\quest\q20005013.gmd,\quest\q20005013.arc,q20005013.arc,7,Marisa
